Macroplot,SampleEventDate,SampleEventTeam,SampleEventComment,MonStatusOrd,MonStatus,LegacyMonStatus,Purpose,LocatedBy,Type,Latitude,Longitude,UTM_X,UTM_Y,UTM_Zone,Datum,PDOP,Precision,DateIn,FutureVisit,DateOut,Elevation,ElevationUnits,Azimuth,Aspect,SlopeHill,SlopeTransect,StartPoint,Directions,Comments,MetaData,UV1,UV2,UV3,UV4,UV5,UV6,UV7,UV8
"DENA-A274-G2",8/16/2016 1:58:54 PM,"Jennifer Hrobak, Rachel Loehman, Stacie Oaks","Fire Evidence = Burned snags, burned stumps, burned plants.  Burned in 2000 Foraker Fire. Unburned in 2015 Carlson Lake Fire.  Evidence of fire prior to 2000 fire.     Distance to closest unburned trees: 100 west of transect, PIMA    Plot markers added in 2015 (Survey Cap @ 0M and Rebar @ 30M). Similar to G3 Plot. More tussock cover than G4. Dwarf/woodland spruce pre-fire. Tussocks are large with deep spaced burned between in 2000. Few PIMA seedlings present (approx. 10 cm tall). Difficult walking. Transect not exactly in same place as 2007 but very close. All trees are dead with broken tops.",7,"PostBurnYear16","PostBurnYear16","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-G3",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo7X","Forest",63.804279,-151.962254,,,"","NAD83",,0.2,7/18/2007 3:56:18 PM,,,210,"meters",0,0,0,0,"Coordinates listed above are for 0 M end of transect.  Lat/Long for 30 M end:  63.804548  x   -151.962304  (error: 0.2 m)  Plot Markers: Survey Cap (0M), Rebar (30M)","","Elevation, coordinates and plot markers updated after 2016 plot visit.","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Foraker Fire, A274","Plot Marked: Yes","Marker Type: Survey Cap (0M), Rebar (30M)","",""
"DENA-A274-G3",7/18/2007 4:00:51 PM,"Mitchell, Walker, Jones","Fire evidence: yes  Fire indicators: burned snags, burned stumps, charcoal",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-G3",8/16/2016 3:44:30 PM,"Jennifer Hrobak, Rachel Loehman, Stacie Oaks","Fire Evidence = Burned snags, burned stumps. Plot did not burn in 2015 Carlson Lake Fire. Last burned in 2000 Foraker Fire.    Distance to closest unburned trees: 25 meters to the south/southwest of 0M. Species: PIMA    Plot markers added in 2015 (Survey Cap @ 0M and Rebar @ 30M).  All PIMAs are dead and have broken tops or have fallen. Tussocks are large with only moderate space between them. Difficult to tell if in exact same spot as 2007. PIMA seedlings present. Older fire evidence (pre-2000 Foraker Fire) including burn poles and stumps.",7,"PostBurnYear16","PostBurnYear16","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-G4",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo7X","Forest",63.803757,-151.963908,,,"","NAD83",,0.2,7/18/2008 8:52:52 AM,,,211,"meters",0,0,0,0,"Coordinates listed above are for 0 M end of transect.  Lat/Long for 30 M end:  63.804028  x  -151.963944  (error: 0.2 m)  Plot Markers: Survey Cap (0M), Rebar (30M)","","Elevation, coordinates and plot markers updated after 2016 plot visit.","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Foraker Fire, A274","Plot Marked: Yes","Marker Type: Survey Cap (0M), Rebar (30M)","",""
"DENA-A274-G4",7/18/2007 8:55:53 AM,"Mitchell, Jones, Walker","Declination used: 21 E  Fire Evidence: yes  Fire indicators: burned snags, burned stumps",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-G4",8/16/2016 9:56:09 AM,"Jennifer Hrobak, Rachel Loehman, Stacie Oaks","Fire Evidence = Burned snags, burned stumps, burned plants.  Plot did not burn in 2015 Carlson Lake fire. Last burned in 2000 Foraker Fire.    Distance to closest unburned trees: 4 feet south of 0M transect end. Species: PIMA    Plot markers added in 2015 (Survey Cap @ 0M and Rebar @ 30M). Slightly more upland than G3 plot. Larger trees, mostly dead and more dense. Scatted live PIMA in area. PIMA and LALA seedlings present. G4 drier that G3 plot. Tussock cover lower that G3 plot, with more spacing between tussocks. Willow in plot, not seen in 2007 photos. Good evidence of fire prior to 2000 fire. Parent LALA to the south of the plot. ",7,"PostBurnYear16","PostBurnYear16","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-G9",,"","",,"","","Pre- and Post- Fire Effects (PPF)","GPS 5","Forest",63.80001999,-151.96711997,,,"","NAD83",,3.1,7/18/2007 10:42:07 AM,,,206,"meters",0,0,0,0,"WAYPOINT	A274-G9-0M	63.80001999	-151.96711997		12-JUN-08 16:30:13	GPS 5  error: 3.1    elevation not recorded, second way point (30 m) not recorded.  ","","","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Foraker Fire, A274","Plot Marked: No","N/A","",""
"DENA-A274-G9",7/18/2007 10:52:43 AM,"Mitchell, Walker, Jones","Fire evidence: yes  Fire indicators: burned snags, burned stumps, charcoal",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-H2",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo7X","Forest",63.824325,-151.908202,,,"","NAD83",,0.3,7/18/2007 2:16:36 PM,,,210,"meters",340,0,2,1,"Coordinates listed above are for 0 M end of transect.  Lat/Long for 30 M end:   63.824562   x   -151.908485  (error: 0.4 m)  Plot Markers: Survey Cap (0M), Rebar (30M)  ","","Elevation, coordinates and plot markers updated after 2016 plot visit.","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A2F Open Black Spruce Forest","2015","Carlson Lake Fire, JT9G","Plot Marked: Yes","Marker Type: Survey Cap (0M), Rebar (30M)","",""
"DENA-A274-H2",7/18/2007 2:24:34 PM,"Weddle, Jessica","Fire Evidence: yes (deduced from photos)  Fire Indicators: as deduced from photos and data- burned snags",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-H2",7/21/2016 12:57:05 PM,"Jennifer Barnes, Winter West, Jennifer Hrobak","Fire Evidence = Burned snags, burned stumps, fire scars, burned plants. Burned in 2015 Carlson Lake Fire.  Burned twice -  2000 Foraker Fire and 2015 Carlson Lake Fire.      Distance to closest unburned trees: 1.5 meters to PIMA/BEPA (reprod from 2000 Foraker Fire)    Plot markers added in 2015 (Survey Cap @ 0M and Rebar @ 30M). ",8,"PostBurn2XYear1","PostBurn2XYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-H4",,"","",,"","","Pre- and Post- Fire Effects (PPF)","Trimble Geo7X","Forest",63.822791,-151.915346,,,"","NAD83",,0.2,7/18/2007 8:49:15 AM,,,212,"meters",49,180,2,2,"Coordinates listed above are for 0 M end of transect.  Lat/Long for 30 M end:  63.822979   x   -151.914909   (error:  0.2 m)  Plot Markers: Survey Cap (0M), Rebar (30M)","","2007 Azimuth was 47 degrees. Azimuth, elevation, coordinates and plot markers updated after 2016 plot visit.","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A2G Open Black Spruce-White Spruce Forest","2015","Carlson Lake Fire, JT9G","Plot Marked: Yes","Marker Type: Survey Cap (0M), Rebar (30M)","",""
"DENA-A274-H4",7/18/2007 8:56:57 AM,"Larry Weddle, Jessica","Fire evidence: yes  Fire indicators:  Burned snags, burned stumps    ",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-H4",7/20/2016 10:50:59 AM,"Jennifer Barnes, Jennifer Hrobak, Winter West","Fire Evidence = Burned snags, burned stumps, fire scars, burned plants, charcoal.  Burned twice -  2000 Foraker Fire and 2015 Carlson Lake Fire.      Distance to closest unburned trees: 100 ft, BEPA. BEPA resprouts in plot but not seed bearing. Live PIMA from 2000 fire as sparse, no cones.    Plot markers added in 2015 (Survey Cap @ 0M and Rebar @ 30M). Carlson Lake fire burned through this plot fairly continuously. Almost all of the down woody trees from the 2000 Foraker fire were consumed. Ground is firm with minimal duff left. Area is fairly carpeted with CEPU (or other early successional moss, no sporophytes). Paper birch appear much taller than 2007 photos (15 ft tall) and are scorched but resprouting. Majority of the plot cover is EPAN, CEPU, BEPA resprouts with occasional Salix resprouts.    BEPA seedlings observed but none in sub-plots. No PIMA seedlings observed.    Point Intercept: If ""hit"" dead top of BEPA with live resprouts at base, still considered DEAD in point intercept. Only counted as LIVE if ""hit' live resprout.",8,"PostBurn2XYear1","PostBurn2XYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-H6",,"","",,"","","Pre- and Post- Fire Effects (PPF)","GPSMap76CSX","Forest",63.82004,-151.913523,,,"","NAD83",,0.2,7/18/2007 11:15:02 AM,,,210,"meters",10,375,0,2,"Coordinates listed above are for 0 M end of transect.  Lat/Long for 30 M end:  63.820307   x   -151.913463  (error: 0.3 m)  Plot Markers: Survey Cap (0M), Rebar (30M)","","Elevation, coordinates and plot markers updated after 2016 plot visit.  ","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A1K Closed Black Spruce Forest","2015","Carlson Lake Fire, JT9G","Plot Marked: Yes","Marker Type: Survey Cap (0M), Rebar (30M)","",""
"DENA-A274-H6",7/18/2007 11:27:56 AM,"Weddle, Jessica","Fire evidence: yes  Fire indicators: burned snags, burned stumps",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A274-H6",8/17/2016 1:53:56 PM,"Jennifer Hrobak, Rachel Loehman, Stacie Oaks","Fire Evidence = Burned snags, burned stumps, fire scars, burned plants. Burned in 2015 and in 2000.    Distance to closest unburned trees: 100-150 meters to the northwest of plot. Species = BEPA    Plot markers added in 2015 (Survey Cap @ 0M and Rebar @ 30M). PIMA seedlings growing up in understory but under dbh. Fire severity overall mid range of high severity base on substrate consumption and tree mortality. Generally burned to 2 cm of LD above mineral soil. Ash is present on the surface in places. More than 50% BEPA mortality. Any remaining duff is very compact & hard.  Site is dry. Appeared to be Open PIMA pre-2000 fire, then BEPA/PIMA mixed 2001-2015, then EPAN (but will become BEPA/Salix mix post- 2015 fire). Trace of POTR seedlings. Down trees from 2000 fire not completely consumed. Plot location does not match exactly with 2007 photos (but is close) due to major BEPA seedlings/resprouts. No features to match to. Lots of moose tracks but no browse evidence. All dead spruce in 2007 photos have fallen.    Point Intercept: If ""hit"" dead top of BEPA with live resprouts at base, still considered DEAD in point intercept. Only counted as LIVE if ""hit' live resprout.  ",8,"PostBurn2XYear1","PostBurn2XYear1","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A288-O4",,"","",,"","","Pre- and Post- Fire Effects (PPF)","GPSMap76CSX","Forest",63.89142271,-150.68787751,,,"","NAD83",,1.46,7/17/2007 10:57:25 AM,,,200,"meters",4,0,0,0,"30-m end waypoint:  N 63.89167886 x W -150.68774834; error: 1.34 m","Transect azimuth is in true north (declination was set 21 degrees).  Matched photos from 2002 CBI plot?","","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Otter Creek A288","Plot Marked: No","N/A","",""
"DENA-A288-O4",7/17/2007 1:53:23 PM,"L. Weddle, Jessica (DENA Firepro)","",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A288-O6",,"","",,"","","Pre- and Post- Fire Effects (PPF)","GPSMap76CSX","Forest",63.88825418,-150.69669577,,,"","NAD83",,1.98,7/17/2007 2:15:18 PM,,,222,"meters",234,0,0,0,"30m endpoint: N 63.88841587 x W -150.69620669  1.9 m error.  GPSMap 76CSX","Azimuth and aspects are in true north - declination set at 21 degrees.","","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Otter Cr, A288","Plot Marked: No","N/A","",""
"DENA-A288-O6",7/17/2007 3:01:22 PM,"Larry Weddle, Jessica Scherzinger","Declination used: 21 E  Fire Evidence: yes  Fire Indicators: burned snags, burned stumps",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A288-O7",,"","",,"","","Pre- and Post- Fire Effects (PPF)","GPSMap76CSX","Forest",63.887963,-150.69045662,,,"","NAD83",,1.7,7/17/2007 3:44:14 PM,,,222,"meters",90,0,0,0,"WAYPOINT	A288-O7-0M	63.88796300	-150.69045662	222.00	17-JUL-07 16:15:43	GPSMap76CSX  WAYPOINT	A288-O7-30M	63.88795638	-150.68983351	225.00	17-JUL-07 16:25:44	GPSMap76CSX  ","","","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Otter Cr, A288","Plot Marked: No","N/A","",""
"DENA-A288-O7",7/17/2007 5:24:39 PM,"Larry Weddle, Jessica","Declination used: 21 E  Fire Evidence: yes  Fire Indicators: none listed",4,"PostBurnYear5-10","PostBurnYear5-10","","","",,,,,"","",,,,,,,"",,,,,"","","","","","","","","","","",""
"DENA-A288-O8",,"","",,"","","Pre- and Post- Fire Effects (PPF)","GPSMap76CSX","Forest",63.88621897,-150.68936563,,,"","NAD83",,1.6,7/17/2007 8:40:35 AM,,,230,"meters",94,0,0,0,"WAYPOINT	A288-O8-0M	63.88621897	-150.68936563	230.00	17-JUL-07 15:05:17	GPSMap76CSX  WAYPOINT	A288-O8-30M	63.88622593	-150.68877244	228.00	17-JUL-07 15:17:02	GPSMap76CSX  ","","","For more explicit instructions please request document: FFI Data Entry Instructions from   NPS Alaska Regional Fire Ecology Program (Version: August 2011.      Unit:  MACROPLOT,   Mode:	Project Management  Specific Location: “User Variables” Tab	  UV Fields:   UV1	Park Unit (e.g. YUCH, DENA, WRST)  UV2	Pre-Fire Viereck Vegetation  Class Code   UV3	Fire Year (year of most recent fire occurrence) or Treatment Year   UV4	Fire Name and/or Number.    UV5 	Plot Marked: yes, no, or unknown  UV6 	Marker Type: rebar, wooden lathe, etc.","DENA","1A3D Black Spruce Woodland","2000","Otter Creek, A288","Plot Marked: No","N/A","",""
